dpkts,doctets,input,output,srcport,dstport,prot,tos,tcp_flags,Label
1,1492,215,215,499,35928,6,0,16,0
1,52,215,215,40206,443,6,0,16,0
1,406,215,215,41734,443,6,0,24,0
1,40,215,215,44000,443,6,0,16,0
1,1149,215,215,242,59278,6,0,24,0
1,1492,215,215,242,43176,6,32,16,0
1,52,215,215,54274,443,6,0,16,0
2,551,215,215,425,51540,6,0,24,0
1,40,215,215,393,56652,6,0,16,0
1,40,215,215,382,55652,6,0,16,0
1,91,215,215,396,49746,6,0,24,0
1,91,215,215,396,49746,6,0,24,0
1,52,215,215,36218,443,6,0,16,0
1,1492,215,215,122,36218,6,0,16,0
1,1315,215,215,134,48168,6,0,24,0
1,52,215,215,33382,443,6,0,16,0
1,40,215,215,34154,443,6,0,16,0
1,231,215,215,221,47547,17,0,0,0
1,91,215,215,404,40558,6,0,24,0
1,1492,215,215,507,53548,6,0,16,0
2,104,215,215,53564,443,6,0,16,0
1,1470,215,215,227,51916,6,0,24,0
1,121,215,215,473,41734,6,0,24,0
1,52,215,215,56862,443,6,0,16,0
1,1492,215,215,279,51336,6,0,16,0
1,52,215,215,51336,443,6,0,16,0
1,52,215,215,265,43818,6,0,16,0
1,91,215,215,36822,443,6,0,24,0
2,2984,215,215,70,54896,6,0,16,0
1,65,215,215,36517,53,17,0,0,0
1,95,215,215,386,42582,6,0,24,0
1,52,215,215,45144,443,6,0,16,0
1,4396,215,215,232,49454,6,0,16,0
1,322,215,215,119,40098,17,0,0,0
1,1492,215,215,367,43580,6,32,16,0
9,12348,215,215,434,39812,6,0,16,0
1,76,215,215,39330,443,6,0,24,0
1,1492,215,215,280,40648,6,0,16,0
1,347,215,215,43536,443,6,0,24,0
1,114,215,215,286,48444,6,0,24,0
1,52,215,215,46722,443,6,0,16,0
1,52,215,215,57444,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,60,215,215,57164,443,6,0,2,0
1,60,215,215,51891,53,17,0,0,0
1,298,215,215,38702,443,6,0,24,0
1,60,215,215,443,57230,6,0,18,0
1,52,215,215,52108,443,6,0,16,0
1,1492,215,215,467,53970,6,0,16,0
1,1492,215,215,84,45008,6,0,16,0
1,52,215,215,45008,443,6,0,16,0
1,52,215,215,39120,443,6,0,16,0
1,52,215,215,37382,443,6,0,16,0
1,1492,215,215,210,37382,6,32,16,0
1,1569,215,215,154,37648,6,0,24,0
1,106,215,215,138,58144,17,0,0,0
1,4548,215,215,424,50822,6,0,24,0
1,91,215,215,280,56664,6,0,24,0
1,13012,215,215,230,44890,6,0,16,0
1,52,215,215,58146,80,6,0,16,0
1,52,215,215,482,55998,6,0,16,0
1,594,215,215,38966,80,6,0,24,0
1,60,215,215,35068,80,6,0,2,0
1,52,215,215,883,40346,6,0,16,0
1,2932,215,215,164,52626,6,32,16,0
1,4306,215,215,450,40708,6,0,16,0
1,4012,215,215,419,46134,6,0,16,0
1,52,215,215,417,46170,6,0,16,0
1,5604,215,215,140,55558,6,0,16,0
1,1470,215,215,431,44128,6,0,16,0
1,1123,215,215,396,43726,6,0,24,0
1,52,215,215,255,46294,6,0,16,0
1,1492,215,215,460,44528,6,0,16,0
2,104,215,215,48612,443,6,0,16,0
1,1470,215,215,198,57420,6,0,24,0
1,52,215,215,52428,443,6,0,16,0
1,52,215,215,46850,443,6,0,16,0
1,89,215,215,119,46894,6,0,24,0
1,52,215,215,55800,443,6,0,16,0
1,52,215,215,493,46848,6,0,16,0
1,40,215,215,443,35738,6,0,4,0
2,2952,215,215,269,39880,6,0,24,0
1,52,215,215,56874,443,6,0,16,0
1,1470,215,215,297,56874,6,0,16,0
1,1372,215,215,239,43008,6,0,16,0
1,145,215,215,43038,443,6,0,24,0
1,52,215,215,56440,993,6,0,16,0
1,1470,215,215,407,34974,6,0,16,0
1,4136,215,215,495,43308,6,0,24,0
1,83,215,215,40006,443,6,0,24,0
1,2932,215,215,474,53574,6,0,16,0
1,1492,215,215,332,53582,6,0,16,0
1,52,215,215,42632,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,1470,215,215,337,39060,6,0,16,0
1,52,215,215,33752,443,6,0,16,0
1,4306,215,215,489,47256,6,0,16,0
1,52,215,215,171,35684,6,0,16,0
1,1492,215,215,267,51936,6,0,16,0
1,80,215,215,47614,587,6,0,24,0
1,486,215,215,36474,443,6,0,24,0
2,2984,215,215,49,40494,6,0,16,0
1,1470,215,215,386,46982,6,0,24,0
1,1492,215,215,61,56322,6,0,16,0
1,52,215,215,78,56330,6,0,16,0
1,52,215,215,56330,443,6,0,16,0
1,1470,215,215,243,59630,6,0,16,0
1,2932,215,215,212,56294,6,0,16,0
1,158,215,215,56294,443,6,0,24,0
1,52,215,215,53526,443,6,0,16,0
1,90,215,215,59636,443,6,0,24,0
1,152,215,215,245,44088,6,0,24,0
1,116,215,215,36252,443,6,0,24,0
1,52,215,215,41112,443,6,0,16,0
1,52,215,215,443,57790,6,0,17,0
1,40,215,215,40628,443,6,0,16,0
1,95,215,215,40349,38638,6,32,24,0
1,52,215,215,40392,443,6,0,16,0
1,52,215,215,55300,80,6,0,16,0
1,52,215,215,54,47822,6,0,16,0
1,1372,215,215,174,35590,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,43424,443,6,0,17,0
1,52,215,215,38726,443,6,0,16,0
1,52,215,215,75,53954,6,0,16,0
1,83,215,215,59232,443,6,0,24,0
1,83,215,215,456,44626,6,0,24,0
1,52,215,215,48530,443,6,0,16,0
1,52,215,215,293,42702,6,0,16,0
1,2932,215,215,41834,443,6,0,16,0
1,52,215,215,48530,443,6,0,16,0
2,2984,215,215,232,40018,6,0,16,0
1,1470,215,215,151,41474,6,0,16,0
1,52,215,215,41474,443,6,0,16,0
1,1492,215,215,378,41834,6,0,16,0
1,52,215,215,105,42540,6,0,16,0
1,52,215,215,56038,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,456,44626,6,0,16,0
1,52,215,215,60454,443,6,0,16,0
1,91,215,215,49052,443,6,0,24,0
1,2932,215,215,103,47418,6,0,16,0
2,2984,215,215,21,58530,6,0,16,0
1,1470,215,215,251,60742,6,0,16,0
1,40,215,215,48122,443,6,0,16,0
1,46,215,215,350,48298,6,0,24,0
1,52,215,215,59812,443,6,0,16,0
1,40,215,215,375,46230,6,0,16,0
1,91,215,215,108,45070,6,0,24,0
1,91,215,215,200,50360,6,0,24,0
1,569,215,215,43328,587,6,0,24,0
1,52,215,215,56834,443,6,0,16,0
1,52,215,215,56842,443,6,0,16,0
2,1553,215,215,205,36388,6,0,24,0
1,52,215,215,48422,443,6,0,16,0
1,1492,215,215,60,48422,6,0,16,0
1,91,215,215,48262,443,6,0,24,0
1,463,215,215,329,53374,6,0,24,0
1,52,215,215,43488,443,6,0,16,0
1,1470,215,215,24,43488,6,0,16,0
1,52,215,215,48462,443,6,0,16,0
1,254,215,215,42446,443,6,0,24,0
1,71,215,215,58520,53,17,0,0,0
1,52,215,215,428,42446,6,0,16,0
1,52,215,215,39628,443,6,0,16,0
1,121,215,215,46314,443,6,0,24,0
2,2896,215,215,484,48462,6,0,16,0
1,115,215,215,650,39558,6,0,24,0
1,52,215,215,59220,443,6,0,16,0
1,1492,215,215,160,59220,6,0,16,0
1,336,215,215,56490,443,6,0,24,0
1,1492,215,215,77,42508,6,0,16,0
1,1492,215,215,347,42208,6,0,16,0
1,52,215,215,43498,443,6,0,16,0
1,199,215,215,304,36896,6,0,24,0
3,4116,215,215,177,49414,6,0,16,0
1,52,215,215,36742,443,6,0,16,0
1,1440,215,215,503,42794,6,0,16,0
1,569,215,215,34410,443,6,0,24,0
1,4306,215,215,116,42092,6,0,16,0
1,52,215,215,56086,443,6,0,16,0
1,1492,215,215,301,51346,6,0,16,0
1,40,215,215,35452,443,6,0,16,0
1,64,215,215,44648,443,6,0,24,0
1,52,215,215,39014,443,6,0,16,0
1,64,215,215,483,51074,6,0,24,0
1,244,215,215,35,52138,6,0,24,0
1,1154,215,215,130,59636,6,0,24,0
1,52,215,215,43846,443,6,0,16,0
1,52,215,215,443,48888,6,0,17,0
1,52,215,215,55926,443,6,0,16,0
2,104,215,215,38432,443,6,0,16,0
1,52,215,215,312,34176,6,0,16,0
1,52,215,215,36396,80,6,0,16,0
1,70,215,215,51831,53,17,0,0,0
1,1492,215,215,273,59656,6,0,16,0
3,10236,215,215,458,42666,6,0,16,0
2,2984,215,215,26,42682,6,0,16,0
1,4372,215,215,458,42678,6,0,16,0
1,52,215,215,302,39020,6,0,16,0
1,4372,215,215,273,59656,6,0,16,0
1,91,215,215,44616,443,6,0,24,0
1,76,215,215,50202,443,6,0,24,0
2,104,215,215,60220,443,6,0,16,0
1,52,215,215,34218,443,6,0,16,0
1,1470,215,215,73,36992,6,0,16,0
1,91,215,215,73,36992,6,0,24,0
1,52,215,215,48840,443,6,0,16,0
1,1492,215,215,310,48840,6,0,16,0
1,1470,215,215,224,33830,6,0,16,0
1,52,215,215,56394,443,6,0,16,0
1,52,215,215,48498,443,6,0,16,0
1,1026,215,215,212,48504,6,0,24,0
1,52,215,215,43692,443,6,0,16,0
1,52,215,215,35186,443,6,0,16,0
3,4843,215,215,347,35184,6,0,16,0
1,52,215,215,443,58810,6,0,17,0
1,52,215,215,190,59958,6,0,16,0
1,204,215,215,19,58566,6,32,24,0
1,2932,215,215,370,59642,6,0,16,0
1,1492,215,215,102,59652,6,0,16,0
1,52,215,215,44352,443,6,0,16,0
1,220,215,215,57618,443,6,0,24,0
2,7304,215,215,232,58872,6,0,16,0
1,4306,215,215,471,34334,6,0,16,0
1,52,215,215,56902,443,6,0,16,0
2,2984,215,215,289,49008,6,0,16,0
1,52,215,215,46956,443,6,0,16,0
1,52,215,215,412,50524,6,0,16,0
1,52,215,215,56746,443,6,0,16,0
1,52,215,215,40384,443,6,0,16,0
1,2971,215,215,254,46940,6,0,24,0
2,104,215,215,49850,443,6,0,16,0
1,52,215,215,35720,443,6,0,16,0
1,60,215,215,34810,443,6,0,2,0
1,52,215,215,48570,443,6,0,16,0
1,52,215,215,283,52578,6,0,16,0
1,2932,215,215,464,50838,6,0,16,0
1,52,215,215,50846,443,6,0,16,0
1,52,215,215,45,35352,6,0,16,0
1,91,215,215,444,34124,6,0,24,0
1,52,215,215,382,36632,6,0,16,0
1,52,215,215,53366,80,6,0,16,0
1,83,215,215,283,52578,6,0,24,0
1,1470,215,215,479,54316,6,0,16,0
1,52,215,215,35142,443,6,0,16,0
1,120,215,215,492,37968,6,0,24,0
1,1470,215,215,322,48570,6,0,24,0
1,52,215,215,57664,443,6,0,16,0
1,1492,215,215,385,40170,6,0,16,0
1,52,215,215,40170,443,6,0,16,0
1,52,215,215,47806,443,6,0,16,0
1,52,215,215,56640,443,6,0,16,0
1,87,215,215,36602,9114,6,0,24,0
1,1470,215,215,479,54316,6,0,16,0
1,116,215,215,36664,9114,6,0,24,0
1,52,215,215,56640,443,6,0,16,0
1,52,215,215,443,44898,6,0,17,0
1,52,215,215,50490,443,6,0,16,0
1,1492,215,215,224,50490,6,0,16,0
1,52,215,215,51682,443,6,0,16,0
1,52,215,215,308,36108,6,0,16,0
1,300,215,215,279,58686,6,0,24,0
1,52,215,215,40604,443,6,0,16,0
1,1470,215,215,345,48232,6,0,16,0
1,91,215,215,48232,443,6,0,24,0
1,149,215,215,44252,443,6,0,24,0
1,1492,215,215,303,54510,6,0,16,0
1,52,215,215,54510,443,6,0,16,0
1,76,215,215,59588,443,6,0,24,0
1,40,215,215,60052,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,52,215,215,52572,443,6,0,16,0
2,2984,215,215,75,40884,6,0,16,0
1,4306,215,215,377,42590,6,0,24,0
1,52,215,215,36218,443,6,0,16,0
1,52,215,215,47152,443,6,0,16,0
1,64,215,215,54794,443,6,0,16,0
1,1492,215,215,134,54794,6,0,16,0
1,1028,215,215,217,47478,6,0,24,0
1,52,215,215,492,49938,6,0,16,0
1,40,215,215,42138,443,6,0,16,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,45240,443,6,0,17,0
1,4372,215,215,304,60790,6,0,16,0
1,52,215,215,60790,443,6,0,16,0
1,52,215,215,36244,443,6,0,16,0
1,52,215,215,50568,443,6,0,16,0
1,1470,215,215,207,52460,6,0,16,0
1,1492,215,215,125,49182,6,0,16,0
1,1446,215,215,138,39932,6,0,24,0
1,157,215,215,41030,443,6,0,24,0
1,52,215,215,49182,443,6,0,16,0
1,91,215,215,39932,443,6,0,24,0
1,52,215,215,49182,443,6,0,16,0
1,1492,215,215,402,59032,6,0,16,0
1,52,215,215,51104,443,6,0,16,0
1,52,215,215,46320,443,6,0,16,0
1,1470,215,215,27,46320,6,0,16,0
1,100,215,215,484,34294,6,0,24,0
2,2880,215,215,422,34264,6,0,16,0
1,52,215,215,34264,443,6,0,16,0
1,52,215,215,49182,443,6,0,16,0
1,52,215,215,35008,443,6,0,16,0
2,2984,215,215,221,35020,6,32,16,0
1,1470,215,215,449,37234,6,0,16,0
2,2914,215,215,150,34278,6,0,24,0
1,1098,215,215,52,45538,6,0,24,0
1,1440,215,215,249,33900,6,0,16,0
2,104,215,215,45538,443,6,0,16,0
1,52,215,215,32,42712,6,0,16,0
1,7252,215,215,429,50478,6,0,24,0
1,7252,215,215,196,50476,6,0,16,0
1,52,215,215,49746,993,6,0,16,0
1,1492,215,215,401,46670,6,0,16,0
2,621,215,215,35444,443,6,0,24,0
1,1492,215,215,80,34292,6,0,16,0
1,52,215,215,34292,443,6,0,16,0
1,1470,215,215,344,36388,6,0,16,0
1,341,215,215,334,43146,6,0,24,0
2,3819,215,215,124,41170,6,0,24,0
1,52,215,215,375,42226,6,0,16,0
1,52,215,215,42226,443,6,0,16,0
1,52,215,215,57504,443,6,0,16,0
1,52,215,215,37996,443,6,0,16,0
1,40,215,215,41444,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,52,215,215,37408,443,6,0,16,0
1,1492,215,215,410,42404,6,0,16,0
1,52,215,215,42416,443,6,0,16,0
1,1492,215,215,380,42416,6,0,16,0
1,1470,215,215,415,57688,6,0,16,0
1,60,215,215,59906,443,6,0,2,0
1,52,215,215,351,48990,6,0,16,0
1,182,215,215,34050,443,6,0,24,0
1,2932,215,215,124,41170,6,0,16,0
1,339,215,215,31,40982,6,0,24,0
1,1470,215,215,509,46140,6,0,16,0
1,52,215,215,47670,443,6,0,16,0
1,1492,215,215,283,47336,6,0,16,0
1,52,215,215,41342,443,6,0,16,0
1,1470,215,215,57,41724,6,0,16,0
1,1470,215,215,308,49704,6,0,24,0
1,40,215,215,35654,443,6,0,16,0
1,40,215,215,35656,443,6,0,16,0
1,87,215,215,41170,443,6,0,24,0
1,52,215,215,46140,443,6,0,16,0
1,40,215,215,246,35656,6,0,16,0
1,1492,215,215,93,42802,6,0,16,0
1,60,215,215,43722,80,6,0,2,0
1,52,215,215,47592,443,6,0,16,0
1,1470,215,215,317,44502,6,0,24,0
1,661,215,215,49550,443,6,0,24,0
1,118,215,215,224,39900,6,0,24,0
1,204,215,215,49704,443,6,0,24,0
1,52,215,215,152,49008,6,0,16,0
1,120,215,215,426,60494,6,0,24,0
2,104,215,215,41170,443,6,0,16,0
1,40,215,215,55808,443,6,0,16,0
1,1492,215,215,90,33000,6,0,16,0
1,52,215,215,33000,443,6,0,16,0
1,1492,215,215,36,34930,6,32,16,0
2,2984,215,215,81,35422,6,0,16,0
2,104,215,215,37518,443,6,0,16,0
1,753,215,215,341,51300,6,0,24,0
1,52,215,215,52382,443,6,0,16,0
1,104,215,215,344,37445,17,0,0,0
1,1440,215,215,220,35978,6,0,16,0
1,52,215,215,37540,443,6,0,16,0
3,2966,215,215,196,35952,6,0,24,0
1,1440,215,215,500,35958,6,0,16,0
6,312,215,215,52382,443,6,0,16,0
1,2828,215,215,179,37540,6,0,16,0
7,10080,215,215,214,52382,6,0,16,0
1,1492,215,215,127,34718,6,0,16,0
1,52,215,215,34718,443,6,0,16,0
1,52,215,215,54574,443,6,0,16,0
1,52,215,215,235,36896,6,0,16,0
1,52,215,215,47190,443,6,0,16,0
1,52,215,215,55422,443,6,0,16,0
1,147,215,215,98,54194,17,0,0,0
1,52,215,215,53120,443,6,0,16,0
1,52,215,215,47122,443,6,0,16,0
1,264,215,215,471,47122,6,0,24,0
1,52,215,215,44494,80,6,0,16,0
2,2984,215,215,473,35994,6,0,16,0
1,83,215,215,34348,443,6,0,24,0
1,1470,215,215,332,39294,6,0,16,0
1,4372,215,215,311,52958,6,0,16,0
1,52,215,215,40922,443,6,0,16,0
1,52,215,215,54528,443,6,0,16,0
1,199,215,215,410,54546,6,0,24,0
1,1470,215,215,179,38938,6,0,16,0
1,1492,215,215,386,55866,6,0,16,0
1,2904,215,215,375,45734,6,0,16,0
1,1492,215,215,246,45658,6,0,16,0
1,1472,215,215,288,45738,6,0,16,0
1,52,215,215,34460,443,6,0,16,0
2,80,215,215,45734,443,6,0,16,0
2,104,215,215,53678,443,6,0,16,0
1,52,215,215,53688,443,6,0,16,0
1,1492,215,215,142,53688,6,0,16,0
2,2944,215,215,202,45716,6,0,16,0
1,40,215,215,45736,443,6,0,16,0
1,1472,215,215,230,45740,6,0,16,0
1,1472,215,215,17,45736,6,0,16,0
1,77,215,215,18,50148,17,0,0,0
1,1492,215,215,319,39122,6,0,16,0
1,52,215,215,47308,443,6,0,16,0
1,40,215,215,55866,443,6,0,16,0
1,60,215,215,443,57118,6,0,18,0
1,52,215,215,43900,443,6,0,16,0
1,52,215,215,56284,443,6,0,16,0
1,59,215,215,59384,53,17,0,0,0
1,40,215,215,257,33604,6,0,16,0
1,52,215,215,52324,443,6,0,16,0
1,40,215,215,37584,443,6,0,16,0
1,52,215,215,51232,443,6,0,16,0
1,52,215,215,39148,443,6,0,16,0
1,71,215,215,47386,443,6,0,24,0
1,52,215,215,53236,443,6,0,16,0
1,71,215,215,59442,443,6,0,24,0
1,64,215,215,37099,53,17,0,0,0
1,52,215,215,47308,443,6,0,16,0
1,52,215,215,51928,443,6,0,16,0
1,76,215,215,395,34910,6,0,24,0
1,1292,215,215,18,47308,6,0,24,0
1,144,215,215,43,58762,6,0,24,0
1,52,215,215,111,39148,6,0,16,0
1,1492,215,215,462,37584,6,0,16,0
1,228,215,215,99,60372,17,0,0,0
1,52,215,215,40900,443,6,0,16,0
1,83,215,215,111,39148,6,0,24,0
1,130,215,215,322,58850,6,0,24,0
1,87,215,215,18,47308,6,0,24,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,34542,443,6,0,17,0
1,52,215,215,51110,443,6,0,16,0
1,351,215,215,370,59834,6,0,24,0
1,60,215,215,80,53386,6,0,18,0
1,1492,215,215,290,56086,6,0,16,0
1,2932,215,215,56,56090,6,32,16,0
1,87,215,215,39356,443,6,0,24,0
1,83,215,215,151,35412,6,0,24,0
1,52,215,215,50600,443,6,0,16,0
1,52,215,215,43470,443,6,0,16,0
1,90,215,215,56782,443,6,0,24,0
1,52,215,215,53298,443,6,0,16,0
1,1492,215,215,145,58116,6,0,16,0
1,400,215,215,216,55610,6,0,24,0
1,569,215,215,41620,443,6,0,24,0
1,52,215,215,46974,443,6,0,16,0
1,52,215,215,41416,443,6,0,16,0
1,1470,215,215,611,41746,6,0,16,0
1,328,215,215,18,47308,6,0,24,0
1,1492,215,215,285,52434,6,0,16,0
1,1492,215,215,83,37744,6,0,16,0
1,52,215,215,37744,443,6,0,16,0
1,314,215,215,56380,443,6,0,24,0
1,2932,215,215,435,50930,6,0,16,0
1,52,215,215,50352,443,6,0,16,0
1,1492,215,215,393,50352,6,0,16,0
1,87,215,215,56832,443,6,0,24,0
1,81,215,215,51716,53,17,0,0,0
1,52,215,215,45706,443,6,0,16,0
1,1492,215,215,218,45706,6,32,16,0
1,1492,215,215,18,35980,6,0,16,0
1,883,215,215,508,56870,6,0,24,0
1,1470,215,215,462,41044,6,0,16,0
1,40,215,215,36682,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
2,104,215,215,43308,443,6,0,16,0
1,52,215,215,39842,443,6,0,16,0
1,60,215,215,52122,443,6,0,2,0
2,1909,215,215,221,57370,6,0,24,0
1,1492,215,215,467,43308,6,0,16,0
1,52,215,215,57462,443,6,0,16,0
1,52,215,215,37744,443,6,0,16,0
1,52,215,215,39712,443,6,0,16,0
1,1492,215,215,467,43308,6,0,16,0
1,98,215,215,37262,443,6,0,24,0
1,1492,215,215,417,49372,6,0,16,0
1,52,215,215,50840,443,6,0,16,0
1,52,215,215,50888,443,6,0,16,0
1,1492,215,215,476,50898,6,0,16,0
1,52,215,215,50898,443,6,0,16,0
1,52,215,215,462,57344,6,0,16,0
1,52,215,215,45270,443,6,0,16,0
1,4306,215,215,116,57386,6,0,16,0
1,52,215,215,58308,80,6,0,16,0
1,1492,215,215,303,49056,6,0,16,0
1,52,215,215,56648,443,6,0,16,0
1,1470,215,215,451,48044,6,0,16,0
1,1470,215,215,104,45270,6,0,24,0
2,5864,215,215,483,38842,6,0,16,0
1,52,215,215,51772,443,6,0,16,0
1,2888,215,215,169,51772,6,0,16,0
1,2932,215,215,356,48138,6,0,16,0
1,2932,215,215,58,48140,6,0,16,0
2,4424,215,215,167,48142,6,0,16,0
1,1535,215,215,263,41900,6,0,24,0
1,145,215,215,54530,443,6,0,24,0
1,882,215,215,330,54528,6,0,24,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,54564,443,6,0,17,0
1,52,215,215,295,48106,6,0,16,0
1,52,215,215,56652,443,6,0,16,0
1,280,215,215,36,36452,6,0,24,0
1,52,215,215,241,52848,6,0,16,0
1,52,215,215,48208,443,6,0,16,0
1,1058,215,215,291,56746,6,32,24,0
1,5812,215,215,234,58136,6,32,16,0
1,442,215,215,58136,443,6,0,24,0
1,52,215,215,37660,443,6,0,16,0
1,4372,215,215,66,47166,6,0,16,0
1,1492,215,215,289,47178,6,32,16,0
1,52,215,215,47178,443,6,0,16,0
1,1470,215,215,376,48860,6,0,16,0
1,52,215,215,53518,443,6,0,16,0
1,2888,215,215,317,56808,6,0,16,0
1,64,215,215,398,37660,6,0,16,0
1,52,215,215,38696,443,6,0,16,0
1,1492,215,215,253,38696,6,0,16,0
1,52,215,215,42386,443,6,0,16,0
1,52,215,215,43676,443,6,0,16,0
1,52,215,215,46496,443,6,0,16,0
1,52,215,215,33,42104,6,0,16,0
2,104,215,215,50918,443,6,0,16,0
1,1470,215,215,97,51176,6,0,16,0
1,569,215,215,58874,443,6,0,24,0
1,52,215,215,58166,443,6,0,16,0
1,1492,215,215,262,39964,6,32,16,0
1,52,215,215,43260,443,6,0,16,0
1,4306,215,215,66,43260,6,0,16,0
1,363,215,215,97,45574,6,32,24,0
1,52,215,215,443,38392,6,0,17,0
1,52,215,215,39282,443,6,0,16,0
1,52,215,215,500,46854,6,0,16,0
1,91,215,215,241,38450,6,0,24,0
2,2984,215,215,460,58642,6,0,16,0
1,215,215,215,43028,443,6,0,24,0
1,98,215,215,36696,443,6,0,24,0
1,40,215,215,44142,443,6,0,16,0
1,1372,215,215,280,51404,6,0,16,0
1,2888,215,215,345,47774,6,0,16,0
1,52,215,215,57020,80,6,0,16,0
1,76,215,215,267,60639,17,0,0,0
1,1470,215,215,186,51952,6,0,16,0
1,52,215,215,34012,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
2,2984,215,215,336,48246,6,0,16,0
2,1522,215,215,232,51858,6,0,16,0
2,2940,215,215,491,54814,6,0,16,0
1,9824,215,215,478,59038,6,0,16,0
1,1448,215,215,492,49978,6,0,16,0
1,1448,215,215,440,42206,6,0,16,0
1,1448,215,215,337,42208,6,0,16,0
1,52,215,215,42264,443,6,0,16,0
2,104,215,215,33966,443,6,0,16,0
1,310,215,215,282,42782,6,0,24,0
1,83,215,215,491,54814,6,0,24,0
1,52,215,215,37474,443,6,0,16,0
1,1470,215,215,275,43984,6,0,24,0
1,52,215,215,43048,443,6,0,16,0
1,52,215,215,43054,443,6,0,16,0
1,52,215,215,54814,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,39948,443,6,0,16,0
1,1492,215,215,454,39948,6,32,16,0
1,4306,215,215,323,59842,6,0,16,0
1,52,215,215,107,58768,6,0,16,0
1,52,215,215,53256,443,6,0,16,0
1,1492,215,215,368,53256,6,0,16,0
1,52,215,215,55410,80,6,0,16,0
3,156,215,215,56070,443,6,0,16,0
1,2932,215,215,144,47278,6,0,16,0
3,4476,215,215,119,56070,6,0,16,0
1,52,215,215,39964,443,6,0,16,0
1,52,215,215,58486,443,6,0,16,0
1,1492,215,215,261,58494,6,0,16,0
1,1470,215,215,284,53688,6,0,16,0
