dpkts,doctets,input,output,srcport,dstport,prot,tos,tcp_flags,Label
1,52,215,215,51572,443,6,0,16,0
2,104,215,215,56342,443,6,0,16,0
2,104,215,215,54896,443,6,0,16,0
1,60,215,215,443,60604,6,32,18,0
1,1492,215,215,415,45146,6,0,16,0
1,419,215,215,45146,443,6,0,24,0
1,1470,215,215,382,57164,6,0,16,0
1,1492,215,215,83,46550,6,0,16,0
1,204,215,215,455,51840,6,0,24,0
2,104,215,215,59666,443,6,0,16,0
1,52,215,215,38646,443,6,0,16,0
1,52,215,215,36988,443,6,0,16,0
1,60,215,215,443,37306,6,0,18,0
1,52,215,215,38688,443,6,0,16,0
1,52,215,215,37302,443,6,0,16,0
1,52,215,215,39272,443,6,0,16,0
1,52,215,215,54054,443,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,60528,443,6,0,4,0
1,2948,215,215,53908,443,6,0,16,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,53538,443,6,0,17,0
2,2984,215,215,6,55174,6,0,16,0
1,419,215,215,55174,443,6,0,24,0
1,2112,215,215,16,60754,6,0,24,0
1,1372,215,215,318,36644,6,32,16,0
1,52,215,215,36644,443,6,0,16,0
2,104,215,215,34698,443,6,0,16,0
1,40,215,215,36062,443,6,0,16,0
1,40,215,215,59,55322,6,0,16,0
1,184,215,215,171,48960,6,0,24,0
1,52,215,215,59520,443,6,0,16,0
1,1492,215,215,359,59520,6,32,16,0
1,52,215,215,55336,443,6,0,16,0
1,52,215,215,37312,443,6,0,16,0
1,3689,215,215,485,59590,6,0,24,0
1,52,215,215,52650,587,6,0,16,0
1,62,215,215,48559,53,17,0,0,0
1,52,215,215,55636,443,6,0,16,0
1,52,215,215,51768,443,6,0,16,0
1,1470,215,215,84,43478,6,0,16,0
2,2940,215,215,441,36198,6,0,16,0
1,52,215,215,53766,443,6,0,16,0
1,1448,215,215,195,38170,6,0,16,0
1,91,215,215,323,34450,6,0,24,0
1,2844,215,215,193,39886,6,0,16,0
1,52,215,215,642,33178,6,0,16,0
1,1368,215,215,323,34450,6,0,24,0
1,64,215,215,345,44358,6,0,16,0
1,52,215,215,56902,443,6,0,16,0
1,52,215,215,51032,443,6,0,16,0
1,52,215,215,479,33920,6,0,16,0
1,60,215,215,41486,443,6,0,2,0
1,40,215,215,41478,443,6,0,16,0
1,60,215,215,443,39388,6,0,18,0
1,52,215,215,48178,443,6,0,16,0
1,81,215,215,60317,53,17,0,0,0
1,1492,215,215,75,48184,6,0,16,0
1,4306,215,215,421,39832,6,0,24,0
1,1492,215,215,434,41478,6,0,16,0
1,52,215,215,55186,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,1372,215,215,484,34520,6,0,16,0
1,52,215,215,34504,443,6,0,16,0
2,2984,215,215,36,34386,6,32,16,0
1,52,215,215,36410,443,6,0,16,0
1,52,215,215,104,51880,6,0,16,0
1,1492,215,215,418,56082,6,32,16,0
1,850,215,215,444,35688,6,0,24,0
1,52,215,215,52146,443,6,0,16,0
1,52,215,215,43,49196,6,0,16,0
2,2920,215,215,249,47486,6,0,16,0
2,3675,215,215,481,42016,6,0,24,0
1,52,215,215,34514,443,6,0,16,0
1,1448,215,215,102,34514,6,0,16,0
2,104,215,215,34514,443,6,0,16,0
1,52,215,215,55878,443,6,0,16,0
1,91,215,215,481,42016,6,0,24,0
1,5636,215,215,146,55882,6,0,16,0
1,52,215,215,34512,443,6,0,16,0
1,52,215,215,55886,443,6,0,16,0
1,1448,215,215,85,55898,6,0,16,0
1,1251,215,215,34560,443,6,0,24,0
1,52,215,215,300,58596,6,32,16,0
1,2932,215,215,184,59168,6,32,16,0
1,178,215,215,45504,443,6,0,24,0
1,1492,215,215,473,57422,6,0,16,0
2,104,215,215,34340,443,6,0,16,0
1,52,215,215,42292,443,6,0,16,0
1,52,215,215,39408,443,6,0,16,0
1,4372,215,215,428,58312,6,0,16,0
1,52,215,215,33364,443,6,0,16,0
1,178,215,215,45006,443,6,0,24,0
1,1470,215,215,116,56706,6,0,16,0
1,40,215,215,443,49568,6,0,17,0
1,4306,215,215,265,56790,6,0,16,0
1,76,215,215,51104,443,6,0,24,0
1,40,215,215,57342,443,6,0,16,0
2,2984,215,215,347,35218,6,0,16,0
1,52,215,215,34364,443,6,0,16,0
1,1470,215,215,452,35778,6,0,24,0
1,4372,215,215,261,48956,6,32,16,0
1,52,215,215,48964,443,6,0,16,0
1,91,215,215,344,52954,6,0,24,0
1,1492,215,215,267,57220,6,0,16,0
1,52,215,215,39972,443,6,0,16,0
1,52,215,215,51218,443,6,0,16,0
1,1492,215,215,458,47262,6,0,16,0
1,64,215,215,443,47276,6,0,18,0
1,1560,215,215,350,51218,6,0,24,0
1,52,215,215,41794,443,6,0,16,0
1,1443,215,215,4,37000,6,0,24,0
1,52,215,215,48914,443,6,0,16,0
1,60,215,215,443,56640,6,0,18,0
1,573,215,215,350,51218,6,0,24,0
1,178,215,215,57896,443,6,0,24,0
1,2932,215,215,358,55512,6,32,16,0
2,104,215,215,46438,443,6,0,16,0
1,52,215,215,53880,443,6,0,16,0
1,1492,215,215,350,51218,6,0,16,0
1,91,215,215,47940,443,6,0,24,0
1,994,215,215,257,60658,6,32,24,0
2,2984,215,215,89,39158,6,0,16,0
1,52,215,215,48434,443,6,0,16,0
1,1514,215,215,438,39110,6,0,24,0
2,104,215,215,39162,443,6,0,16,0
1,431,215,215,36578,443,6,0,24,0
1,91,215,215,59434,443,6,0,24,0
1,1492,215,215,350,51218,6,0,16,0
1,76,215,215,439,59942,6,0,24,0
1,91,215,215,186,56758,6,0,24,0
1,2932,215,215,350,51218,6,0,16,0
1,91,215,215,47142,443,6,0,24,0
2,7304,215,215,457,58712,6,0,16,0
1,91,215,215,426,35274,6,0,24,0
1,52,215,215,51218,443,6,0,16,0
1,94,215,215,47262,443,6,0,24,0
1,258,215,215,45106,443,6,0,24,0
1,137,215,215,47282,443,6,0,24,0
1,1492,215,215,350,51218,6,0,16,0
2,2940,215,215,430,59262,6,0,16,0
1,76,215,215,51218,443,6,0,24,0
1,60,215,215,53516,587,6,0,2,0
2,4424,215,215,393,59210,6,0,16,0
1,2888,215,215,214,57468,6,0,16,0
1,222,215,215,42634,443,6,0,24,0
1,52,215,215,56908,443,6,0,16,0
1,1492,215,215,507,39814,6,32,16,0
1,52,215,215,59634,80,6,0,16,0
1,52,215,215,36182,443,6,0,16,0
1,52,215,215,470,39090,6,0,16,0
1,52,215,215,56176,443,6,0,16,0
1,4012,215,215,391,50808,6,0,16,0
1,2932,215,215,205,58568,6,0,16,0
1,52,215,215,497,34564,6,0,16,0
1,52,215,215,15,48938,6,0,16,0
1,1470,215,215,173,46404,6,0,16,0
1,52,215,215,317,47794,6,0,16,0
1,52,215,215,50808,443,6,0,16,0
1,1492,215,215,204,45338,6,0,16,0
2,80,215,215,45338,443,6,0,16,0
1,1492,215,215,174,33688,6,0,16,0
1,52,215,215,33688,443,6,0,16,0
1,52,215,215,50090,443,6,0,16,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,54494,443,6,0,17,0
1,1492,215,215,204,45338,6,0,16,0
1,1492,215,215,34,48644,6,0,16,0
1,52,215,215,42006,443,6,0,16,0
1,4372,215,215,161,42016,6,0,16,0
1,52,215,215,54634,443,6,0,16,0
1,52,215,215,48686,443,6,0,16,0
2,104,215,215,47840,443,6,0,16,0
1,4306,215,215,406,36686,6,0,24,0
2,2744,215,215,444,55896,6,32,16,0
1,52,215,215,36686,443,6,0,16,0
1,2932,215,215,234,57594,6,0,16,0
1,52,215,215,56074,443,6,0,16,0
1,52,215,215,45810,443,6,0,16,0
1,569,215,215,34948,443,6,0,24,0
1,1492,215,215,286,55306,6,0,16,0
1,1492,215,215,30,34940,6,0,16,0
1,52,215,215,34946,443,6,0,16,0
1,1492,215,215,97,41326,6,0,16,0
1,52,215,215,49442,443,6,0,16,0
1,52,215,215,39420,443,6,0,16,0
1,2932,215,215,268,45960,6,0,16,0
1,40,215,215,265,52844,6,0,16,0
1,52,215,215,46486,443,6,0,16,0
1,52,215,215,40898,443,6,0,16,0
1,40,215,215,53910,443,6,0,16,0
1,1470,215,215,36,48924,6,0,24,0
1,52,215,215,216,55304,6,0,16,0
1,2315,215,215,37512,443,6,0,24,0
1,91,215,215,38164,443,6,0,24,0
1,52,215,215,250,46486,6,0,16,0
1,52,215,215,55470,443,6,0,16,0
1,403,215,215,259,38590,6,0,24,0
1,52,215,215,216,55304,6,0,16,0
1,52,215,215,59574,993,6,0,16,0
1,52,215,215,958,47392,6,0,16,0
1,167,215,215,484,43476,6,0,24,0
1,1492,215,215,56,37802,6,32,16,0
1,52,215,215,37802,443,6,0,16,0
1,52,215,215,213,36960,6,0,16,0
1,52,215,215,47436,443,6,0,16,0
1,52,215,215,43338,443,6,0,16,0
1,4372,215,215,301,43338,6,0,16,0
1,52,215,215,54856,443,6,0,16,0
1,52,215,215,170,56666,6,32,16,0
1,1492,215,215,207,40494,6,0,16,0
1,322,215,215,509,57722,6,0,24,0
1,1470,215,215,463,41236,6,0,16,0
1,4306,215,215,143,52098,6,0,16,0
1,2761,215,215,104,40210,6,0,24,0
1,52,215,215,57786,443,6,0,16,0
1,1268,215,215,509,40746,6,0,24,0
1,91,215,215,441,49680,6,0,24,0
1,1492,215,215,395,55878,6,0,16,0
1,52,215,215,39810,443,6,0,16,0
1,52,215,215,509,57722,6,0,16,0
1,353,215,215,48988,80,6,0,24,0
1,52,215,215,46382,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,33090,80,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,58528,443,6,0,16,0
1,1492,215,215,502,44128,6,0,16,0
1,52,215,215,58618,443,6,0,16,0
1,91,215,215,426,56418,6,0,24,0
1,114,215,215,371,44466,17,0,0,0
1,52,215,215,322,58618,6,0,16,0
1,1492,215,215,22,37670,6,0,16,0
1,52,215,215,37686,443,6,0,16,0
1,2690,215,215,98,51472,6,0,24,0
1,52,215,215,36804,443,6,0,16,0
1,3481,215,215,236,41652,6,0,24,0
1,52,215,215,55640,443,6,0,16,0
1,1470,215,215,280,55640,6,0,16,0
1,40,215,215,57342,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,569,215,215,39882,443,6,0,24,0
1,52,215,215,47034,443,6,0,16,0
1,1492,215,215,274,47034,6,0,16,0
1,40,215,215,43134,80,6,0,16,0
2,80,215,215,43130,80,6,0,16,0
1,1492,215,215,169,43128,6,0,16,0
1,121,215,215,55,59570,6,0,24,0
1,52,215,215,482,38718,6,0,16,0
2,2984,215,215,318,33294,6,0,16,0
1,1470,215,215,178,36904,6,0,16,0
1,52,215,215,56806,80,6,0,16,0
1,52,215,215,115,51012,6,0,16,0
1,52,215,215,258,56384,6,0,16,0
1,2932,215,215,10,56086,6,32,16,0
1,1492,215,215,101,56096,6,0,16,0
1,52,215,215,56096,443,6,0,16,0
1,1470,215,215,425,60236,6,0,16,0
1,2888,215,215,183,51928,6,0,16,0
1,1492,215,215,338,53190,6,32,16,0
1,52,215,215,53190,443,6,0,16,0
1,52,215,215,53198,443,6,0,16,0
1,1470,215,215,222,44848,6,0,16,0
1,1492,215,215,72,56396,6,0,16,0
1,2932,215,215,338,56400,6,0,16,0
1,52,215,215,48994,443,6,0,16,0
1,40,215,215,46664,443,6,0,16,0
1,309,215,215,144,55126,17,0,0,0
1,810,215,215,367,46516,6,0,24,0
1,52,215,215,45600,443,6,0,16,0
1,52,215,215,41,41586,6,0,16,0
1,52,215,215,252,57236,6,0,16,0
1,1492,215,215,89,37310,6,0,16,0
1,420,215,215,32970,443,6,0,24,0
1,83,215,215,376,57266,6,0,24,0
1,91,215,215,51116,443,6,0,24,0
1,719,215,215,34,56800,6,0,24,0
1,189,215,215,338,45892,6,0,24,0
1,52,215,215,53802,443,6,0,16,0
1,1492,215,215,322,53802,6,0,16,0
1,754,215,215,387,58114,6,0,24,0
1,52,215,215,43280,443,6,0,16,0
1,1492,215,215,312,48190,6,32,16,0
1,4372,215,215,192,48192,6,32,16,0
1,1492,215,215,439,48194,6,32,16,0
1,52,215,215,58110,80,6,0,16,0
1,52,215,215,34678,443,6,0,16,0
1,5724,215,215,128,39576,6,0,24,0
1,569,215,215,54086,443,6,0,24,0
1,52,215,215,53232,443,6,0,16,0
1,52,215,215,41192,443,6,0,16,0
3,4184,215,215,136,45320,6,0,24,0
2,104,215,215,45320,443,6,0,16,0
1,52,215,215,48842,443,6,0,16,0
1,52,215,215,33636,587,6,0,16,0
2,2984,215,215,69,55124,6,0,16,0
1,83,215,215,205,49970,6,0,24,0
1,52,215,215,36888,443,6,0,16,0
1,52,215,215,58342,443,6,0,16,0
1,1492,215,215,90,57444,6,0,16,0
1,81,215,215,49353,53,17,0,0,0
1,52,215,215,39564,443,6,0,16,0
1,52,215,215,52184,443,6,0,16,0
1,1492,215,215,100,54148,6,0,16,0
2,2940,215,215,297,46070,6,0,16,0
1,1492,215,215,383,55700,6,0,16,0
1,76,215,215,34248,443,6,0,24,0
1,1492,215,215,6,46076,6,0,16,0
1,91,215,215,348,33562,6,0,24,0
1,52,215,215,41872,443,6,0,16,0
1,52,215,215,41876,443,6,0,16,0
1,52,215,215,49344,443,6,0,16,0
1,52,215,215,42558,443,6,0,16,0
1,4372,215,215,186,40526,6,0,16,0
1,40,215,215,34840,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,178,215,215,34884,443,6,0,24,0
1,52,215,215,34912,443,6,0,16,0
1,52,215,215,34936,443,6,0,16,0
1,1492,215,215,303,34966,6,0,16,0
1,632,215,215,40620,443,6,0,24,0
1,52,215,215,40526,443,6,0,16,0
1,40,215,215,35010,443,6,0,4,0
1,91,215,215,53562,443,6,0,24,0
1,52,215,215,39500,443,6,0,16,0
1,52,215,215,39512,443,6,0,16,0
1,52,215,215,60774,443,6,0,16,0
1,5113,215,215,245,46694,6,0,24,0
1,52,215,215,60008,443,6,0,16,0
1,147,215,215,162,54431,17,0,0,0
2,2984,215,215,82,53536,6,32,16,0
1,1470,215,215,431,50926,6,0,24,0
1,52,215,215,50952,443,6,0,16,0
1,64,215,215,46440,53,17,0,0,0
1,60,215,215,443,46460,6,0,18,0
2,5864,215,215,197,57442,6,0,16,0
5,8112,215,215,449,40642,6,0,24,0
1,52,215,215,57942,443,6,0,16,0
1,52,215,215,50366,443,6,0,16,0
1,2828,215,215,42,45148,6,0,24,0
1,474,215,215,114,54400,6,0,24,0
1,94,215,215,50636,443,6,0,24,0
1,52,215,215,52648,80,6,0,16,0
1,52,215,215,35050,443,6,0,16,0
1,52,215,215,47916,443,6,0,16,0
1,4372,215,215,356,56190,6,0,16,0
1,122,215,215,37620,443,6,0,24,0
1,116,215,215,47300,587,6,0,24,0
1,4372,215,215,58,54370,6,32,16,0
1,52,215,215,42818,443,6,0,16,0
1,52,215,215,33372,443,6,0,16,0
2,2984,215,215,199,41116,6,0,16,0
1,1470,215,215,69,47548,6,0,16,0
1,52,215,215,80,60532,6,0,18,0
2,2984,215,215,126,56046,6,0,16,0
2,2984,215,215,16,56968,6,32,16,0
1,52,215,215,58994,443,6,0,16,0
2,7347,215,215,279,55340,6,0,24,0
1,1470,215,215,457,55390,6,0,16,0
1,222,215,215,41952,443,6,0,24,0
1,52,215,215,52496,443,6,0,16,0
1,40,215,215,46246,443,6,0,16,0
1,1492,215,215,173,36924,6,32,16,0
1,1492,215,215,85,52590,6,32,16,0
1,2888,215,215,279,35380,6,0,16,0
1,719,215,215,48786,443,6,0,24,0
1,52,215,215,46068,443,6,0,16,0
1,1512,215,215,441,48884,6,0,24,0
1,3000,215,215,367,58994,6,0,24,0
1,52,215,215,327,54922,6,0,16,0
1,52,215,215,443,45984,6,0,17,0
1,68,215,215,36162,53,17,0,0,0
1,52,215,215,46054,443,6,0,16,0
1,2932,215,215,38120,443,6,0,16,0
1,83,215,215,425,52858,6,32,24,0
1,1480,215,215,444,39382,6,0,16,0
1,52,215,215,54922,443,6,0,16,0
1,52,215,215,259,59930,6,0,16,0
1,1372,215,215,259,58560,6,0,16,0
1,52,215,215,35502,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,40574,443,6,0,16,0
2,2984,215,215,7,40588,6,0,16,0
1,52,215,215,45244,443,6,0,16,0
1,4386,215,215,208,39912,6,0,24,0
1,4012,215,215,14,39904,6,0,16,0
1,91,215,215,60678,443,6,0,24,0
1,52,215,215,59926,443,6,0,16,0
1,52,215,215,55280,443,6,0,16,0
1,52,215,215,37688,443,6,0,16,0
1,1450,215,215,126,56046,6,0,24,0
1,1492,215,215,367,58994,6,0,16,0
1,52,215,215,48020,443,6,0,16,0
1,52,215,215,39904,443,6,0,16,0
1,2692,215,215,14,39904,6,0,16,0
1,91,215,215,59926,443,6,0,24,0
1,52,215,215,45664,80,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,225,55926,6,0,16,0
1,2438,215,215,678,59458,6,0,24,0
1,1492,215,215,211,47822,6,0,16,0
1,52,215,215,47822,443,6,0,16,0
1,2888,215,215,230,36908,6,0,16,0
1,321,215,215,36908,443,6,0,24,0
1,52,215,215,57916,443,6,0,16,0
1,52,215,215,51688,443,6,0,16,0
1,1492,215,215,434,51688,6,0,16,0
1,4306,215,215,373,36462,6,0,24,0
1,70,215,215,60583,53,17,0,0,0
1,1492,215,215,360,38032,6,32,16,0
1,52,215,215,38032,443,6,0,16,0
1,4306,215,215,42,39732,6,0,16,0
1,52,215,215,718,38168,6,0,16,0
1,52,215,215,40652,443,6,0,16,0
3,9900,215,215,214,40652,6,0,16,0
1,83,215,215,32800,443,6,0,24,0
1,52,215,215,59070,443,6,0,16,0
1,52,215,215,460,35688,6,0,16,0
1,52,215,215,166,45464,6,0,16,0
1,52,215,215,46694,80,6,0,16,0
1,1492,215,215,131,58828,6,0,16,0
1,603,215,215,35598,443,6,0,24,0
1,1492,215,215,346,39638,6,32,16,0
1,1492,215,215,24,57992,6,0,16,0
2,135,215,215,36882,443,6,0,24,0
1,60,215,215,56972,443,6,0,2,0
1,118,215,215,498,60578,6,0,24,0
1,52,215,215,45336,443,6,0,16,0
1,1470,215,215,120,50362,6,0,16,0
1,40,215,215,49,43832,6,0,16,0
7,10924,215,215,325,45336,6,32,16,0
1,52,215,215,30,38608,6,0,16,0
1,52,215,215,28,45350,6,0,16,0
1,52,215,215,38676,443,6,0,16,0
1,1492,215,215,394,38676,6,0,16,0
1,52,215,215,43468,443,6,0,16,0
1,52,215,215,160,43468,6,0,16,0
1,1492,215,215,202,48086,6,0,16,0
1,40,215,215,40948,443,6,0,16,0
1,40,215,215,40936,443,6,0,16,0
1,1472,215,215,312,40944,6,0,16,0
1,40,215,215,40930,443,6,0,16,0
3,120,215,215,40944,443,6,0,16,0
2,2944,215,215,353,40948,6,0,16,0
1,2904,215,215,299,40942,6,0,16,0
1,52,215,215,489,58016,6,0,16,0
1,1440,215,215,217,33130,6,0,16,0
1,1492,215,215,17,50138,6,0,16,0
1,1492,215,215,252,48962,6,0,16,0
1,60,215,215,443,58580,6,0,18,0
1,59,215,215,35579,53,17,0,0,0
2,2984,215,215,395,42052,6,0,16,0
1,305,215,215,48028,443,6,0,24,0
1,52,215,215,41256,443,6,0,16,0
1,1440,215,215,217,33130,6,0,16,0
1,52,215,215,59628,443,6,0,16,0
1,1492,215,215,476,59642,6,0,16,0
1,52,215,215,59642,443,6,0,16,0
1,1470,215,215,335,37690,6,0,16,0
1,1492,215,215,17,50138,6,0,16,0
1,52,215,215,43034,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,48384,443,6,0,16,0
1,52,215,215,39192,993,6,0,16,0
1,1492,215,215,338,48916,6,32,16,0
1,52,215,215,48922,443,6,0,16,0
1,1492,215,215,112,48922,6,0,16,0
1,52,215,215,41010,443,6,0,16,0
1,85,215,215,45166,53,17,0,0,0
20,1040,215,215,59266,443,6,0,16,0
30,1560,215,215,55928,443,6,0,16,0
19,988,215,215,34588,443,6,0,16,0
77,120644,215,215,493,55928,6,0,16,0
35,53660,215,215,395,34588,6,32,16,0
26,38792,215,215,284,32816,6,0,16,0
21,1092,215,215,55930,443,6,0,16,0
31,1612,215,215,34586,443,6,0,16,0
67,99964,215,215,253,59266,6,0,16,0
73,110356,215,215,52,34586,6,32,16,0
3,120,215,215,34588,443,6,32,4,0
1,40,215,215,34586,443,6,32,4,0
48,73056,215,215,461,55930,6,0,16,0
33,52116,215,215,486,35588,6,0,16,0
16,820,215,215,32814,443,6,0,20,0
42,65544,215,215,230,32814,6,0,16,0
19,952,215,215,35588,443,6,0,20,0
14,704,215,215,32816,443,6,0,20,0
1,2948,215,215,50938,443,6,0,16,0
1,1492,215,215,359,48384,6,0,16,0
2,545,215,215,34620,443,6,0,24,0
1,52,215,215,217,50936,6,32,16,0
1,52,215,215,223,59264,6,0,16,0
2,124,215,215,1,55966,6,0,16,0
2,132,215,215,198,35602,6,0,16,0
3,156,215,215,33,59296,6,0,16,0
2,11688,215,215,55966,443,6,0,16,0
1,10132,215,215,34622,443,6,0,16,0
2,104,215,215,217,35622,6,0,16,0
9,156852,215,215,59298,443,6,0,16,0
3,476,215,215,437,34622,6,32,24,0
5,30500,215,215,32812,443,6,0,16,0
6,340,215,215,485,35592,6,0,16,0
2,8792,215,215,55958,443,6,0,16,0
2,31904,215,215,35592,443,6,0,24,0
9,496,215,215,163,32812,6,0,16,0
8,107568,215,215,59296,443,6,0,16,0
5,260,215,215,253,34644,6,32,16,0
5,44996,215,215,35622,443,6,0,16,0
4,40528,215,215,34644,443,6,0,24,0
2,104,215,215,195,34646,6,32,16,0
6,312,215,215,415,59298,6,0,16,0
3,57756,215,215,34646,443,6,0,16,0
6,49360,215,215,35602,443,6,0,16,0
1,52,215,215,237,44606,6,0,16,0
2,4424,215,215,355,59108,6,0,16,0
1,1470,215,215,415,34562,6,0,16,0
1,52,215,215,58464,443,6,0,16,0
1,1492,215,215,417,44162,6,0,16,0
1,52,215,215,49794,443,6,0,16,0
1,1492,215,215,507,49352,6,0,16,0
2,2984,215,215,346,49794,6,0,16,0
1,322,215,215,493,33967,17,0,0,0
1,52,215,215,43382,443,6,0,16,0
1,52,215,215,43360,443,6,0,16,0
1,52,215,215,43092,80,6,0,16,0
1,52,215,215,45950,443,6,0,16,0
1,1440,215,215,327,36102,6,0,16,0
1,52,215,215,36102,443,6,0,16,0
1,1440,215,215,50,42976,6,0,16,0
1,1448,215,215,454,50398,6,0,16,0
3,3031,215,215,99,45950,6,0,24,0
1,52,215,215,42976,443,6,0,16,0
1,52,215,215,36120,443,6,0,16,0
2,2914,215,215,85,36120,6,0,24,0
1,52,215,215,44134,443,6,0,16,0
3,4320,215,215,451,44134,6,0,16,0
1,52,215,215,50400,443,6,0,16,0
1,256,215,215,198,50944,6,0,24,0
1,1492,215,215,411,59320,6,0,16,0
2,2984,215,215,140,43376,6,0,16,0
1,1470,215,215,126,44830,6,0,16,0
2,2744,215,215,297,51636,6,0,16,0
1,52,215,215,51636,443,6,0,16,0
1,1331,215,215,71,58524,6,0,24,0
1,40,215,215,37140,443,6,0,16,0
1,52,215,215,60022,443,6,0,16,0
1,4306,215,215,284,40946,6,0,16,0
1,242,215,215,49256,443,6,0,24,0
1,227,215,215,52698,443,6,0,24,0
1,40,215,215,59564,443,6,0,16,0
1,60,215,215,443,51892,6,0,18,0
2,2984,215,215,17,50462,6,0,16,0
1,2932,215,215,251,50084,6,32,16,0
1,52,215,215,50084,443,6,0,16,0
2,104,215,215,35452,443,6,0,16,0
1,1492,215,215,189,42990,6,0,16,0
1,52,215,215,41536,443,6,0,16,0
1,52,215,215,52250,443,6,0,16,0
1,1420,215,215,261,43500,6,0,24,0
1,310,215,215,81,38995,17,0,0,0
1,52,215,215,44104,443,6,0,16,0
1,52,215,215,35212,443,6,0,16,0
1,52,215,215,48398,443,6,0,16,0
1,1470,215,215,192,48398,6,0,16,0
1,355,215,215,147,35922,6,0,24,0
1,52,215,215,48520,443,6,0,16,0
1,52,215,215,45594,443,6,0,16,0
1,57,215,215,40261,53,17,0,0,0
