dpkts,doctets,input,output,srcport,dstport,prot,tos,tcp_flags,Label
1,52,215,215,59876,443,6,0,16,0
1,83,215,215,52700,443,6,0,24,0
1,344,215,215,36916,443,6,0,24,0
1,52,215,215,57548,443,6,0,16,0
1,1470,215,215,147,32996,6,0,16,0
1,52,215,215,237,51086,6,0,16,0
1,52,215,215,49110,443,6,0,16,0
2,2744,215,215,440,49110,6,32,16,0
1,40,215,215,41420,443,6,0,16,0
1,52,215,215,60678,993,6,0,16,0
1,2932,215,215,274,59702,6,0,16,0
1,1492,215,215,430,59710,6,32,16,0
2,4358,215,215,218,36684,6,0,16,0
1,91,215,215,36684,443,6,0,24,0
1,52,215,215,53430,443,6,0,16,0
1,1551,215,215,9,53430,6,0,24,0
2,2744,215,215,510,33652,6,32,16,0
1,52,215,215,33652,443,6,0,16,0
1,52,215,215,57960,443,6,0,16,0
1,52,215,215,55554,443,6,0,16,0
1,64,215,215,462,56588,6,0,16,0
1,322,215,215,139,47616,17,0,0,0
2,104,215,215,43144,443,6,0,16,0
1,1470,215,215,469,48014,6,0,16,0
1,120,215,215,48544,443,6,0,24,0
1,60,215,215,37445,53,17,0,0,0
1,71,215,215,56402,53,17,0,0,0
1,2932,215,215,75,49072,6,0,16,0
2,2984,215,215,102,60178,6,0,16,0
1,52,215,215,454,35846,6,0,16,0
1,632,215,215,480,41562,6,0,24,0
2,80,215,215,55020,443,6,0,16,0
1,178,215,215,37436,443,6,0,24,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,33148,443,6,0,17,0
1,4372,215,215,47160,443,6,0,16,0
1,127,215,215,114,58630,17,0,0,0
1,52,215,215,47160,443,6,0,16,0
1,83,215,215,45708,443,6,0,24,0
1,1492,215,215,338,59412,6,0,16,0
1,1470,215,215,316,33262,6,0,16,0
1,154,215,215,33262,443,6,0,24,0
1,52,215,215,33262,443,6,0,16,0
1,52,215,215,54224,443,6,0,16,0
1,1255,215,215,66,54224,6,0,24,0
1,153,215,215,34438,443,6,0,24,0
1,2692,215,215,131,34438,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,43960,443,6,0,4,0
1,52,215,215,49764,443,6,0,16,0
1,52,215,215,49774,443,6,0,16,0
1,52,215,215,50956,443,6,0,16,0
1,52,215,215,418,51250,6,0,16,0
1,1492,215,215,237,41052,6,0,16,0
1,52,215,215,41050,443,6,0,16,0
1,1492,215,215,181,41046,6,0,16,0
1,269,215,215,33988,443,6,0,24,0
1,1470,215,215,56,33988,6,0,16,0
1,91,215,215,57530,443,6,0,24,0
2,336,215,215,54796,443,6,0,24,0
1,1492,215,215,91,56342,6,0,16,0
4,3355,215,215,56342,443,6,0,24,0
1,52,215,215,443,60312,6,0,17,0
1,83,215,215,42280,443,6,0,24,0
1,52,215,215,158,38596,6,0,16,0
1,1492,215,215,163,60002,6,0,16,0
1,1470,215,215,427,35072,6,0,16,0
2,104,215,215,44344,443,6,0,16,0
1,1492,215,215,283,44344,6,0,16,0
1,52,215,215,38754,443,6,0,16,0
1,52,215,215,44412,80,6,0,16,0
1,1492,215,215,134,45002,6,0,16,0
1,52,215,215,60828,80,6,0,16,0
1,59,215,215,58379,53,17,0,0,0
1,52,215,215,40782,443,6,0,16,0
1,52,215,215,44560,443,6,0,16,0
1,83,215,215,34832,443,6,0,24,0
1,1492,215,215,482,36960,6,32,16,0
1,52,215,215,43318,443,6,0,16,0
1,121,215,215,235,51314,6,32,24,0
1,1492,215,215,4,43330,6,0,16,0
1,1492,215,215,47,44744,6,0,16,0
1,91,215,215,209,51222,6,0,24,0
1,1470,215,215,181,46196,6,0,24,0
1,199,215,215,44,47616,6,0,24,0
1,52,215,215,41732,443,6,0,16,0
1,52,215,215,179,41732,6,0,16,0
1,1492,215,215,138,50652,6,0,16,0
1,1492,215,215,141,53938,6,0,16,0
2,268,215,215,45370,443,6,0,24,0
1,150,215,215,43162,443,6,0,24,0
1,1492,215,215,330,43162,6,0,16,0
1,222,215,215,29,37330,6,0,24,0
1,104,215,215,420,57338,6,0,24,0
1,71,215,215,229,43910,6,0,24,0
2,5721,215,215,330,43162,6,0,24,0
1,40,215,215,443,44244,6,0,17,0
1,1492,215,215,138,50062,6,0,16,0
2,104,215,215,58088,443,6,0,17,0
1,80,65535,215,0,1281,1,192,0,0
1,52,215,215,45276,443,6,0,16,0
1,52,215,215,54340,443,6,0,16,0
1,1492,215,215,183,54340,6,0,16,0
1,52,215,215,36144,443,6,0,16,0
1,1470,215,215,393,38912,6,0,16,0
1,221,215,215,33292,443,6,0,24,0
1,52,215,215,41976,443,6,0,16,0
1,1492,215,215,27,51402,6,0,16,0
1,52,215,215,51402,443,6,0,16,0
1,1470,215,215,414,39888,6,0,16,0
1,76,215,215,39954,443,6,0,24,0
3,156,215,215,48138,443,6,0,16,0
1,52,215,215,55,57424,6,0,16,0
1,1470,215,215,493,58926,6,0,16,0
1,52,215,215,41220,443,6,0,16,0
2,2984,215,215,237,40868,6,0,16,0
1,178,215,215,52602,443,6,0,24,0
1,40,215,215,52222,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,2728,215,215,663,49850,6,0,24,0
1,64,215,215,58168,443,6,0,16,0
1,52,215,215,35650,443,6,0,16,0
1,52,215,215,36,58168,6,0,16,0
1,154,215,215,35650,443,6,0,24,0
1,52,215,215,80,47630,6,0,17,0
2,104,215,215,52446,443,6,0,16,0
1,1470,215,215,119,52282,6,0,16,0
1,60,215,215,59838,443,6,0,2,0
1,436,215,215,240,51538,6,0,24,0
1,1470,215,215,253,48984,6,0,16,0
1,52,215,215,290,48570,6,0,16,0
1,52,215,215,45480,80,6,0,16,0
1,91,215,215,59840,443,6,0,24,0
1,121,215,215,174,38036,6,0,24,0
1,1492,215,215,181,41674,6,0,16,0
2,2940,215,215,99,49296,6,0,16,0
2,104,215,215,48228,443,6,0,16,0
1,52,215,215,52834,443,6,0,16,0
1,52,215,215,48068,443,6,0,16,0
1,52,215,215,32882,443,6,0,16,0
1,2844,215,215,148,48070,6,0,16,0
2,808,215,215,48228,443,6,0,24,0
1,52,215,215,32906,443,6,0,16,0
1,127,215,215,493,48228,6,0,24,0
1,52,215,215,46952,443,6,0,16,0
2,2984,215,215,440,52520,6,0,16,0
1,52,215,215,53062,443,6,0,16,0
1,52,215,215,51656,443,6,0,16,0
1,1492,215,215,133,34236,6,0,16,0
1,52,215,215,34236,443,6,0,16,0
1,2888,215,215,112,36318,6,0,24,0
1,1492,215,215,433,38376,6,0,16,0
1,125,215,215,217,51392,6,0,24,0
1,52,215,215,393,55862,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,38352,443,6,0,4,0
1,52,215,215,217,51392,6,0,17,0
1,40,215,215,43884,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,1492,215,215,463,45606,6,0,16,0
1,91,215,215,48444,443,6,0,24,0
1,83,215,215,49886,443,6,0,24,0
1,1492,215,215,265,33328,6,0,16,0
2,2984,215,215,112,47148,6,0,16,0
1,182,215,215,130,53638,6,0,24,0
1,52,215,215,49262,443,6,0,16,0
1,52,215,215,33688,443,6,0,16,0
1,52,215,215,51850,443,6,0,16,0
1,310,215,215,79,36608,6,0,24,0
1,5724,215,215,107,55614,6,0,24,0
1,91,215,215,432,47436,6,0,24,0
1,52,215,215,49624,443,6,0,16,0
1,52,215,215,46218,80,6,0,16,0
1,896,215,215,46668,443,6,0,24,0
1,1492,215,215,404,56574,6,0,16,0
1,52,215,215,56574,443,6,0,16,0
1,52,215,215,38366,443,6,0,16,0
1,52,215,215,49672,443,6,0,16,0
1,52,215,215,46670,443,6,0,16,0
1,1492,215,215,476,55984,6,0,16,0
2,230,215,215,38466,443,6,0,24,0
1,1492,215,215,87,33144,6,0,16,0
1,52,215,215,33140,443,6,0,16,0
1,52,215,215,33150,443,6,0,16,0
1,1492,215,215,119,33150,6,0,16,0
2,2984,215,215,348,33148,6,0,16,0
1,52,215,215,33146,443,6,0,16,0
2,2984,215,215,342,33152,6,0,16,0
1,40,215,215,60384,443,6,0,16,0
2,192,215,215,247,50648,6,0,24,0
1,1492,215,215,495,38464,6,0,16,0
1,52,215,215,33148,443,6,0,16,0
1,98,215,215,50796,443,6,0,24,0
1,52,215,215,247,50648,6,0,16,0
1,2932,215,215,44,35000,6,0,16,0
1,52,215,215,35470,443,6,0,16,0
1,1492,215,215,126,35470,6,32,16,0
1,1470,215,215,31,33836,6,0,16,0
1,52,215,215,37602,443,6,0,16,0
4,4790,215,215,44,57778,6,0,24,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,60408,443,6,0,4,0
1,1470,215,215,73,47738,6,0,24,0
1,91,215,215,346,51694,6,0,24,0
1,250,215,215,58264,443,6,0,24,0
1,111,215,215,231,60572,17,0,0,0
2,2984,215,215,44,57778,6,0,16,0
1,133,215,215,107,55614,6,0,24,0
1,130,215,215,343,39775,17,0,0,0
1,1470,215,215,73,47738,6,0,16,0
2,2916,215,215,44,57778,6,0,24,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,34240,443,6,0,4,0
1,603,215,215,55614,443,6,0,24,0
1,52,215,215,33488,443,6,0,16,0
1,1492,215,215,157,33488,6,0,16,0
1,52,215,215,50150,443,6,0,16,0
1,1266,215,215,383,53560,6,0,24,0
1,52,215,215,274,43858,6,0,16,0
1,111,215,215,429,52882,17,0,0,0
1,52,215,215,46198,443,6,0,16,0
1,1492,215,215,114,46198,6,0,16,0
1,52,215,215,49672,443,6,0,16,0
2,104,215,215,57778,443,6,0,16,0
1,1492,215,215,44,57778,6,0,16,0
1,1003,215,215,295,43942,6,0,24,0
1,1492,215,215,388,49672,6,0,16,0
3,4476,215,215,444,57758,6,0,16,0
1,52,215,215,443,44356,6,0,17,0
1,1492,215,215,83,46192,6,0,16,0
1,1492,215,215,281,46194,6,0,16,0
1,1492,215,215,444,57758,6,0,16,0
1,1492,215,215,397,46200,6,0,16,0
1,52,215,215,57658,443,6,0,16,0
1,1492,215,215,6,57658,6,32,16,0
1,91,215,215,42450,443,6,0,24,0
1,52,215,215,46198,443,6,0,16,0
1,52,215,215,53108,443,6,0,16,0
1,1492,215,215,397,46200,6,0,16,0
1,1492,215,215,444,57758,6,0,16,0
1,52,215,215,54700,443,6,0,16,0
1,40,215,215,57758,443,6,0,16,0
1,173,215,215,45280,443,6,0,24,0
1,52,215,215,54100,443,6,0,16,0
1,1492,215,215,413,54100,6,32,16,0
1,1470,215,215,214,37582,6,0,24,0
1,52,215,215,51922,443,6,0,16,0
1,1372,215,215,444,51922,6,0,16,0
1,1492,215,215,2,59692,6,0,16,0
1,2864,215,215,379,53184,6,0,24,0
1,818,215,215,40310,443,6,0,24,0
1,52,215,215,40378,443,6,0,16,0
1,60,215,215,50076,993,6,0,2,0
2,2984,215,215,411,47722,6,32,16,0
1,325,215,215,46078,443,6,0,24,0
1,166,215,215,53108,443,6,0,24,0
1,1492,215,215,391,54526,6,0,16,0
1,52,215,215,54536,443,6,0,16,0
1,52,215,215,54544,443,6,0,16,0
1,52,215,215,39530,443,6,0,16,0
1,40,215,215,43126,443,6,0,4,0
1,68,65535,215,0,1281,1,192,0,0
1,1492,215,215,486,43134,6,0,16,0
1,52,215,215,56760,443,6,0,16,0
1,83,215,215,148,43128,6,0,24,0
1,1492,215,215,131,53502,6,0,16,0
1,4306,215,215,214,43800,6,0,16,0
1,52,215,215,56252,443,6,0,16,0
1,1372,215,215,9,56252,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,56266,443,6,32,4,0
1,118,215,215,259,56306,6,0,24,0
1,1953,215,215,265,44466,6,0,24,0
1,1470,215,215,119,36406,6,0,16,0
1,52,215,215,36410,443,6,0,16,0
1,1431,215,215,165,46352,6,0,24,0
1,569,215,215,44440,443,6,0,24,0
1,1115,215,215,504,35978,6,0,24,0
1,52,215,215,231,44092,6,0,16,0
1,64,215,215,35274,443,6,0,24,0
1,60,215,215,44668,443,6,0,2,0
1,52,215,215,57292,443,6,0,16,0
1,104,215,215,283,36308,6,0,24,0
1,757,215,215,401,43788,6,0,24,0
1,1372,215,215,192,57992,6,32,16,0
1,52,215,215,372,53804,6,32,16,0
1,64,215,215,44998,443,6,0,16,0
1,68,65535,215,0,1281,1,192,0,0
1,40,215,215,43346,443,6,0,4,0
1,229,215,215,57070,443,6,0,24,0
1,98,215,215,58066,443,6,0,24,0
1,52,215,215,18,53662,6,0,16,0
1,574,215,215,53502,443,6,0,24,0
1,52,215,215,43134,443,6,0,16,0
1,306,215,215,633,44870,6,0,24,0
2,2984,215,215,315,59432,6,0,16,0
1,182,215,215,220,41226,6,0,24,0
1,52,215,215,35144,443,6,0,16,0
1,1492,215,215,264,35660,6,0,16,0
1,52,215,215,35660,443,6,0,16,0
1,52,215,215,34942,443,6,0,16,0
1,1492,215,215,419,38542,6,0,16,0
1,52,215,215,404,51362,6,0,16,0
1,1492,215,215,14,57574,6,0,16,0
1,52,215,215,51176,443,6,0,16,0
1,1372,215,215,13,53522,6,32,16,0
1,1372,215,215,188,53524,6,0,16,0
1,52,215,215,38570,443,6,0,16,0
2,1561,215,215,267,50824,6,0,24,0
1,76,215,215,122,43434,6,0,24,0
1,222,215,215,55484,443,6,0,24,0
1,929,215,215,310,37494,6,0,24,0
2,2984,215,215,511,37502,6,0,16,0
1,52,215,215,45286,443,6,0,16,0
1,1492,215,215,452,60750,6,0,16,0
1,1492,215,215,410,60102,6,32,16,0
2,8744,215,215,236,60114,6,32,16,0
1,4396,215,215,159,37168,6,0,16,0
1,52,215,215,45330,443,6,0,16,0
1,2932,215,215,53,45120,6,0,16,0
1,52,215,215,48,46688,6,0,16,0
1,1492,215,215,419,38542,6,0,16,0
1,52,215,215,47360,80,6,0,16,0
1,52,215,215,47700,443,6,0,16,0
2,2984,215,215,477,60258,6,0,16,0
1,569,215,215,52502,443,6,0,24,0
1,52,215,215,54626,80,6,0,16,0
2,2984,215,215,482,37932,6,0,16,0
1,569,215,215,47702,443,6,0,24,0
1,423,215,215,51836,80,6,0,24,0
1,286,215,215,39002,443,6,0,24,0
1,545,215,215,45014,443,6,0,24,0
1,60,215,215,40136,443,6,0,2,0
1,2932,215,215,265,46822,6,32,16,0
1,52,215,215,46822,443,6,0,16,0
1,222,215,215,54824,443,6,0,24,0
1,119,215,215,38238,587,6,0,24,0
1,52,215,215,443,53602,6,0,17,0
1,1492,215,215,152,58022,6,0,16,0
1,52,215,215,52148,443,6,0,16,0
1,121,215,215,155,48298,6,0,24,0
1,1492,215,215,91,57712,6,0,16,0
1,322,215,215,381,40823,17,0,0,0
1,1470,215,215,220,58316,6,0,16,0
1,1492,215,215,115,43130,6,0,16,0
2,80,215,215,43130,443,6,0,16,0
1,52,215,215,55420,443,6,0,16,0
1,1492,215,215,446,55426,6,0,16,0
1,4396,215,215,115,43130,6,0,16,0
2,5864,215,215,130,55422,6,0,16,0
1,1945,215,215,387,55474,6,0,24,0
1,1492,215,215,115,43130,6,0,16,0
1,1492,215,215,249,55482,6,0,16,0
1,1492,215,215,355,55496,6,0,16,0
1,1492,215,215,236,55518,6,0,16,0
1,1492,215,215,115,43130,6,0,16,0
1,322,215,215,508,39542,17,0,0,0
1,52,215,215,37234,443,6,0,16,0
1,2888,215,215,198,54980,6,0,16,0
1,52,215,215,54980,443,6,0,16,0
1,60,215,215,54450,443,6,0,2,0
1,146,215,215,287,43028,6,0,24,0
1,52,215,215,38088,443,6,0,16,0
2,2984,215,215,453,50912,6,0,16,0
1,91,215,215,314,36734,6,0,24,0
1,52,215,215,53052,443,6,0,16,0
1,1492,215,215,4,35982,6,32,16,0
1,1492,215,215,483,53052,6,0,16,0
1,91,215,215,54,34610,6,0,24,0
1,1492,215,215,78,35010,6,0,16,0
1,40,215,215,39024,443,6,0,16,0
1,52,215,215,444,51302,6,0,16,0
1,186,215,215,261,33998,6,0,24,0
3,4476,215,215,289,34180,6,0,16,0
4,172,215,215,34180,443,6,0,16,0
1,61,215,215,43908,53,17,0,0,0
1,60,215,215,41484,443,6,0,2,0
1,52,215,215,58378,443,6,0,16,0
1,1492,215,215,208,38218,6,0,16,0
1,52,215,215,38218,443,6,0,16,0
1,52,215,215,38470,80,6,0,16,0
5,6066,215,215,289,34180,6,0,24,0
2,104,215,215,53052,443,6,0,16,0
1,52,215,215,39020,443,6,0,16,0
1,40,215,215,34180,443,6,0,16,0
1,40,215,215,308,35340,6,0,16,0
1,52,215,215,45022,443,6,0,16,0
1,52,215,215,52770,443,6,0,16,0
1,2932,215,215,146,52770,6,0,16,0
1,4306,215,215,352,43038,6,0,24,0
1,1492,215,215,289,34180,6,0,16,0
1,194,215,215,43038,443,6,0,24,0
1,717,215,215,48514,443,6,0,24,0
1,1492,215,215,147,48518,6,0,16,0
1,1492,215,215,281,48514,6,0,16,0
1,1609,215,215,205,48526,6,0,24,0
1,4396,215,215,286,48530,6,0,16,0
2,2984,215,215,199,48516,6,0,16,0
1,1564,215,215,39020,443,6,0,24,0
1,109,215,215,212,39466,6,0,24,0
1,52,215,215,43770,443,6,0,16,0
1,52,215,215,52736,443,6,0,16,0
1,1492,215,215,418,53038,6,32,16,0
1,52,215,215,59524,443,6,0,16,0
1,175,215,215,57870,443,6,0,24,0
1,339,215,215,81,40868,6,0,24,0
1,52,215,215,48422,443,6,0,16,0
1,837,215,215,70,36510,6,0,24,0
1,52,215,215,36510,443,6,0,16,0
1,52,215,215,458,49260,6,0,16,0
1,139,215,215,33364,443,6,0,24,0
1,1470,215,215,27,53212,6,0,16,0
1,40,215,215,49792,443,6,0,16,0
1,52,215,215,48644,443,6,0,16,0
2,104,215,215,48658,443,6,0,16,0
1,90,215,215,313,38886,6,0,24,0
1,76,215,215,47854,443,6,0,24,0
1,52,215,215,39776,443,6,0,16,0
1,240,215,215,258,45222,6,0,24,0
1,52,215,215,208,38218,6,0,16,0
1,52,215,215,505,48422,6,0,16,0
1,60,215,215,51590,443,6,0,2,0
1,52,215,215,36780,443,6,0,16,0
1,1492,215,215,180,40286,6,0,16,0
1,52,215,215,40286,443,6,0,16,0
1,52,215,215,50024,443,6,0,16,0
1,60,215,215,443,46932,6,0,18,0
1,52,215,215,54420,443,6,0,16,0
1,52,215,215,38476,993,6,0,16,0
2,2984,215,215,372,60182,6,0,16,0
1,91,215,215,215,47672,6,0,24,0
1,883,215,215,382,58030,6,0,24,0
1,52,215,215,46276,443,6,0,16,0
1,4372,215,215,365,40598,6,0,16,0
1,52,215,215,36902,443,6,0,16,0
1,2888,215,215,152,58830,6,0,16,0
1,52,215,215,53210,443,6,0,16,0
1,52,215,215,45738,80,6,0,16,0
1,1492,215,215,257,59008,6,0,16,0
1,52,215,215,59008,443,6,0,16,0
1,4306,215,215,411,53008,6,0,16,0
1,569,215,215,40476,443,6,0,24,0
1,52,215,215,59008,443,6,0,16,0
2,4424,215,215,80,52888,6,32,16,0
1,52,215,215,33076,443,6,0,16,0
1,91,215,215,466,59988,6,0,24,0
1,179,215,215,45,39824,6,0,24,0
2,2984,215,215,475,49672,6,0,16,0
1,52,215,215,53294,443,6,0,16,0
1,52,215,215,53284,443,6,0,16,0
1,2628,215,215,364,48030,6,0,16,0
1,52,215,215,38608,443,6,0,16,0
1,222,215,215,59670,443,6,0,24,0
1,52,215,215,400,60378,6,0,16,0
1,52,215,215,42166,443,6,0,16,0
1,4372,215,215,160,42176,6,0,16,0
2,2979,215,215,108,48456,6,0,24,0
1,52,215,215,108,48456,6,0,16,0
1,205,215,215,374,57510,6,0,24,0
1,52,215,215,814,50288,6,0,16,0
1,1492,215,215,469,47168,6,32,16,0
1,52,215,215,60760,443,6,0,16,0
1,52,215,215,49258,443,6,0,16,0
1,1470,215,215,175,35042,6,0,24,0
1,52,215,215,59720,443,6,0,16,0
1,1492,215,215,312,50256,6,0,16,0
2,2984,215,215,165,50266,6,32,16,0
1,2888,215,215,117,37306,6,0,16,0
